 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 PE-ANC-4735a ; Huashapunta ;4735; S ; -77.236112 ; -9.703653 
 PE-ANC-4755 ; Punta Unión ;4755; S ; -77.581702 ; -8.912298 
 PE-ANC-4767 ; Portachuelo de Llanganuco ;4767; R1 - AN-106 ; -77.590909 ; -9.051028 
 PE-ANC-4775 ; Punta Tapush ;4775; S ; -76.998497 ; -10.29132 
 PE-ANC-4785 ; Punta Yanayacu ;4785; S ; -77.525316 ; -9.092103 
 PE-ANC-4805 ; Punta Huarapasca ;4805; R1 ; -77.184395 ; -9.881292 
 PE-ANC-4846 ; Abra Gara Gara ;4846; R ; -77.161868 ; -9.826936 
 PE-ANC-4905 ; Abra Olímpica ;4905; R ; -77.510949 ; -9.130993 
 PE-APU-3818 ; Abra Mitama ;3818; HS proche piste ; -73.353201 ; -14.229263 
 PE-APU-3871 ; Abra Huancacalla ;3871; R ; -72.237192 ; -14.130697 
 PE-APU-3907 ; Abra Crusccasa ;3907; R1 ; -73.094791 ; -13.674967 
 PE-APU-3962 ; Abra Huancacalla ;3962; R1 - PE-35G ; -72.21024 ; -14.179825 
 PE-APU-3982 ; Abra Socllaccasa ;3982; PE-35 ; -72.81954 ; -13.577062 
 PE-APU-4083 ; Abra Campanayoc ;4083; R1 - PE-30B ; -73.473029 ; -14.085228 
 PE-APU-4211 ; Abra Chicurumi ;4211; PE-30A ; -73.36049 ; -14.549333 
 PE-APU-4255 ; Abra Soroccjocha ;4255; PE-35 ; -73.587667 ; -13.60939 
 PE-APU-4255a ; Abra Tabla Cruz ;4255; S ; -72.699664 ; -13.617739 
 PE-APU-4281 ; Abra Tunapita ;4281; R ; -73.201886 ; -14.258832 
 PE-APU-4352 ; Abra Ayallayla ;4352; R1 - PE-30B ; -73.407674 ; -13.877325 
 PE-APU-4364 ; Abra Chanacairo ;4364; R1 - PE-35F ; -72.214724 ; -13.857811 
 PE-APU-4509 ; Abra Occe Occe ;4509; R1 proche PE-30A ; -73.507353 ; -14.544414 
 PE-APU-4636 ; Abra Uullita ;4636; R1 - PE-35F ; -72.807015 ; -13.990304 
 PE-APU-4755 ; Abra Piste ;4755; S ; -73.073884 ; -14.313808 
 PE-ARE-2356 ; Abra Alto de Calpa ;2356; AR-104 ; -73.414423 ; -15.849676 
 PE-ARE-2746 ; Abra Tiabaya ;2746; AR-113 (Tunel) ; -71.62598 ; -16.542559 
 PE-ARE-3550 ; Abra Rumualdo ;3550; R1 ; -71.823304 ; -16.086668 
 PE-ARE-4492 ; Abra Bajada ;4492; R1 - AR-111 ; -71.682345 ; -15.091324 
 PE-ARE-4661 ; Abra Culies ;4661; R1 - AR-105 ; -72.844036 ; -15.336775 
 PE-ARE-4692 ; Abra Chungara ;4692; R1 - AR-111 ; -71.57602 ; -15.358769 
 PE-ARE-4723 ; Abra Toroya ;4723; R1 - PE-34C ; -70.8225 ; -15.978604 
 PE-ARE-5085 ; Abra Apo Apocheta ;5085; HS ; -72.202278 ; -15.275086 
 PE-AYA-2984 ; Abra Huatuscalla ;2984; R proche Route ; -74.293441 ; -12.842649 
 PE-AYA-3786 ; Abra Tojiasmayo ;3786; R1 ; -74.049661 ; -14.700538 
 PE-AYA-3828 ; Abra Tapuna ;3828; PE-28B ; -73.997658 ; -12.841233 
