 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 GB-SCT-0264 ; Bealach an Easain Duibh ;264; A83 - B828 ; -4.85742 ; 56.2262 
 GB-SCT-0264a ; Bealach nam Meirleach ;264; R ; -4.72842 ; 58.27909 
 GB-SCT-0264b ; Bealach Clais a’ Chùirn ;264; R ; -4.35937 ; 57.72334 
 GB-SCT-0265 ; Eag an Fhir-bhogha ;265; HS ; -5.90975 ; 55.99208 
 GB-SCT-0267 ; Bealach na Gaoithe ;267; HS ; -5.79198 ; 56.81689 
 GB-SCT-0267a ; Beul a’ Mhàim ;267; HS ; -5.17523 ; 56.82063 
 GB-SCT-0269 ; Bealach Breac ;269; HS ; -5.68737 ; 56.85791 
 GB-SCT-0270 ; Plovers' Gap ;270; HS ; -4.00035 ; 58.19398 
 GB-SCT-0271 ; Bealach an Dubh-bhràigh ;271; HS ; -6.42195 ; 57.00864 
 GB-SCT-0275 ; White Hass ;275; HS ; -3.01266 ; 55.20778 
 GB-SCT-0275a ; Cadha Mòr ;275; S ; -5.40029 ; 57.11645 
 GB-SCT-0275b ; Bealach nan Craobh ;275; HS ; -6.09412 ; 56.50578 
 GB-SCT-0275c ; Kirtle Nick ;275; HS ; -3.152794 ; 55.150607 
 GB-SCT-0277 ; The Hass ;277; S ; -3.74487 ; 55.28984 
 GB-SCT-0277a ; The Slack ;277; HS ; -3.62049 ; 56.29212 
 GB-SCT-0279 ; Bealach Coire a' Chuidhe ;279; HS ; -4.95797 ; 58.53891 
 GB-SCT-0280 ; Bealach nan Coisichean ;280; HS ; -6.29427 ; 57.60485 
 GB-SCT-0281 ; Bealach Eadar dà Bheinn ;281; HS ; -6.30931 ; 57.23784 
 GB-SCT-0281a ; Bealach Udal ;281; Minor road ; -5.72287 ; 57.22186 
 GB-SCT-0282 ; Cave Pass ;282; R ; -3.60701 ; 56.57905 
 GB-SCT-0282a ; Cadh’ a’ Mheirlich ;282; HS ; -4.63142 ; 57.85716 
 GB-SCT-0284 ; Bealach na Craoibhe Chaorainn ;284; HS ; -5.36168 ; 56.8826 
 GB-SCT-0285 ; Màm a’ Phobuill ;285; HS ; -6.12429 ; 57.25693 
 GB-SCT-0285a ; Nick of Benniguinea ;285; HS ; -4.23486 ; 55.06142 
 GB-SCT-0285b ; Lairig Inne ;285; HS ; -5.075 ; 56.47246 
 GB-SCT-0286 ; Coulin Pass ;286; R ; -5.30156 ; 57.49794 
 GB-SCT-0288 ; Lairig Cheile ;288; A85 ; -4.33499 ; 56.4207 
 GB-SCT-0291 ; Bealach Uige ;291; HS ; -6.28183 ; 57.59511 
 GB-SCT-0291a ; The Lairig ;291; R ; -4.85875 ; 56.8619 
 GB-SCT-0292 ; Bealach Bàn ;292; HS ; -5.78987 ; 56.65334 
 GB-SCT-0294 ; Bealach Mór ;294; S ; -6.23913 ; 57.37814 
 GB-SCT-0295 ; Linn Slack ;295; R ; -3.14982 ; 55.30853 
 GB-SCT-0295a ; Bealach Gaoithe ;295; S ; -4.26718 ; 56.25831 
 GB-SCT-0295b ; Grieston Nick ;295; HS ; -3.09595 ; 55.60449 
 GB-SCT-0295c ; Bealach na Brionn Choille ;295; HS ; -5.35096 ; 56.74936 
 GB-SCT-0295d ; Bealach Conasgach ;295; HS ; -4.33768 ; 56.19199 
 GB-SCT-0295e ; Nick of Slannyvenach ;295; HS ; -4.38448 ; 55.03011 
 GB-SCT-0296 ; Bealach Cumhang ;296; HS ; -6.15582 ; 57.43009 
 GB-SCT-0297 ; Bealach Sheiliosdail ;297; HS ; -7.2853 ; 57.27019 
 GB-SCT-0299 ; Bealach an Fhuarain ;299; HS ; -4.70414 ; 58.21908 
 GB-SCT-0301 ; Caol Lairig ;301; R ; -4.81489 ; 56.93741 
 GB-SCT-0302 ; Duddiestone Hass ;302; S ; -3.90179 ; 55.24336 
 GB-SCT-0305 ; Bealach Loch Tigh-sealga ;305; HS ; -5.85708 ; 56.03752 
 GB-SCT-0305a ; Bealach na Croise ;305; HS ; -5.41874 ; 56.22324 
 GB-SCT-0306 ; Pass of Glencoe ;306; A82 ; -4.92261 ; 56.66205 
 GB-SCT-0309 ; Bealach Crosgard ;309; HS ; -7.2816 ; 57.247 
 GB-SCT-0310 ; Lairig Duirinnis ;310; HS ; -5.2102 ; 56.46747 
 GB-SCT-0313 ; Bealach nan Each ;313; HS ; -6.06354 ; 56.73849 
 GB-SCT-0313a ; Turf Hass ;313; HS ; -2.96753 ; 55.36523 
 GB-SCT-0315 ; Nick of the Dead Man’s Banes ;315; R ; -4.24697 ; 54.99278 
 GB-SCT-0315a ; Mote Hass ;315; R ; -3.88407 ; 55.28754 
